TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	Representative
"GO:0001666"	"response to hypoxia"	-0.9546770212133425	4.513217600067939	0.09254917663342101	0.9211025183693538	-0	-5.197120163545657	3.978403944428308	null
"GO:0002376"	"immune system process"	-0.8297382846050426	5.68018951515756	1.3594301248748135	1	-0	-0.6234980243985427	-6.980765765687954	null
"GO:0006412"	"translation"	-1.2291479883578558	6.193484968897032	4.43254315109974	0.997334411811087	0	-0.6491371911134647	7.2584771930491225	null
"GO:0007154"	"cell communication"	-0.7189666327522725	6.539716775188256	9.837504211684516	0.9970114920312262	0.00651062	3.3024457836836527	-5.074741848350644	null
"GO:0007165"	"signal transduction"	-0.9546770212133425	6.519968755849528	9.40019593772737	0.6027960736045204	0.34609548	-5.616552800289711	0.2349235598307601	null
"GO:0007275"	"multicellular organism development"	-0.7644715530924511	6.0561705017311125	3.231010739554199	0.916491913719801	-0	4.8450797089930875	0.45771869463430426	null
"GO:0007389"	"pattern specification process"	-0.712198270069774	5.00372757556565	0.2863462837640257	0.916491913719801	0.63996238	4.856161131599475	-0.10206328437894507	null
"GO:0009892"	"negative regulation of metabolic process"	-1.154901959985743	6.047807379211614	3.1693869956355196	0.47669838476421705	-0	-4.818113257060219	-3.278618458869533	null
"GO:0009890"	"negative regulation of biosynthetic process"	-0.8477116556169436	5.997888983751973	2.825249643447618	0.4437430646087595	0.94506848	null	null	9892
"GO:0010558"	"negative regulation of macromolecule biosynthetic process"	-0.8416375079047503	5.98883309118964	2.7669475516244355	0.4420626615337685	0.9422905	null	null	9892
"GO:0010605"	"negative regulation of macromolecule metabolic process"	-1	6.0240088314538145	3.0003830404279697	0.4406025252098755	0.8096994	null	null	9892
"GO:0010629"	"negative regulation of gene expression"	-0.7721132953863264	5.65772113369583	1.2908876919332912	0.47978159513233104	0.85084558	null	null	9892
"GO:0048523"	"negative regulation of cellular process"	-0.8794260687941502	6.257237578135866	5.13340606521181	0.4552863748798998	0.86534305	null	null	9892
"GO:0032501"	"multicellular organismal process"	-1.0362121726544447	6.237606565554471	4.906531549051603	1	-0	3.258983134893125	5.409071284406279	null
"GO:0048519"	"negative regulation of biological process"	-0.8507808873446201	6.27251760412512	5.317232538018154	0.7379964278514717	0.35800338	-6.108733120239242	-3.0774784646997353	null
"GO:0051716"	"cellular response to stimulus"	-0.8446639625349383	6.716606009986763	14.783395918558314	0.875016796434036	0.64381172	-5.905368874162173	2.8511927602559246	null
